PERINGKAT,NAMA PROVINSI,NAMA KABUPATEN,NAMA KECAMATAN,"K0DE DESA DAGRI 72/2019",NAMA DESA,"NILAI IDM 2021","STATUS IDM DESA 2021"
"60,091",PAPUA,SARMI,PANTAI TIMUR BAGIAN BARAT,9110142013,KEDER LAMA,0.5762,TERTINGGAL
"60,092",ACEH,ACEH BARAT,WOYLA,1105042031,SEUMANTOK,0.5760,TERTINGGAL
"60,093",ACEH,ACEH BARAT,WOYLA TIMUR,1105112006,GAMPONG BARO WT,0.5760,TERTINGGAL
"60,094",ACEH,ACEH TENGAH,KUTE PANANG,1104122018,LUKUB SABUN TIMUR,0.5760,TERTINGGAL
"60,095",ACEH,ACEH UTARA,NISAM,1108162018,PALOH KAYEE KUNYET,0.5760,TERTINGGAL
PERINGKAT,NAMA PROVINSI,NAMA KABUPATEN,NAMA KECAMATAN,"K0DE DESADAGRI 72/2019",NAMA DESA,"NILAI IDM2021","STATUS IDMDESA 2021"
"60,096",ACEH,GAYO LUES,TERANGUN,1113042029,BLANG KALA,0.5760,TERTINGGAL
"60,097",ACEH,PIDIE,BATEE,1107032027,AWE,0.5760,TERTINGGAL
"60,098",BENGKULU,KAUR,PADANG GUCI HULU,1704152010,MARGA MULYO,0.5760,TERTINGGAL
"60,099",KALIMANTAN BARAT,KETAPANG,SINGKUP,6104222008,PANTAI KETIKAL,0.5760,TERTINGGAL
"60,100",KALIMANTAN BARAT,SINTANG,KAYAN HILIR,6105082002,JAMBU,0.5760,TERTINGGAL
"60,101",KALIMANTAN SELATAN,BALANGAN,TEBING TINGGI,6311082012,KAMBIYAIN,0.5760,TERTINGGAL
"60,102",MALUKU,SERAM BAGIAN TIMUR,KILMURY,8105082004,AFANG DEFOL,0.5760,TERTINGGAL
"60,103",MALUKU UTARA,HALMAHERA SELATAN,MANDIOLI UTARA,8204202003,WAYA,0.5760,TERTINGGAL
"60,104",MALUKU UTARA,HALMAHERA TIMUR,WASILE SELATAN,8206042021,JIKO MOI,0.5760,TERTINGGAL
"60,105",NUSA TENGGARA TIMUR,MANGGARAI BARAT,LEMBOR,5315032036,POCO DEDENG,0.5760,TERTINGGAL
"60,106",PAPUA,KEPULAUAN YAPEN,TELUK AMPIMOI,9105092006,KOROAPI,0.5760,TERTINGGAL
"60,107",PAPUA,MAMBERAMO RAYA,SAWAI,9120082001,POIWAI,0.5760,TERTINGGAL
"60,108",SULAWESI SELATAN,TORAJA UTARA,RINDINGALLO,7326042008,LEMPO POTON,0.5760,TERTINGGAL
"60,109",SULAWESI TENGGARA,BUTON TENGAH,MAWASANGKA,7414042009,WASILOMATA II,0.5760,TERTINGGAL
"60,110",SULAWESI TENGGARA,KONAWE KEPULAUAN,WAWONII SELATAN,7412062004,LAWEY,0.5760,TERTINGGAL
"60,111",SULAWESI TENGGARA,KONAWE SELATAN,ANGATA,7405022043,LANGGEA INDAH,0.5760,TERTINGGAL
"60,112",SUMATERA UTARA,MANDAILING NATAL,PANYABUNGAN,1213012037,SIOBON JAE,0.5760,TERTINGGAL
"60,113",SUMATERA UTARA,PADANG LAWAS,ULU BARUMUN,1221062006,PINTU PADANG,0.5760,TERTINGGAL
"60,114",ACEH,ACEH TENGGARA,DARUL HASANAH,1102072011,TANJUNG AMAN,0.5759,TERTINGGAL
"60,115",ACEH,BIREUEN,JEUNIEB,1111022051,MEUNASAH KEUPULA,0.5759,TERTINGGAL
"60,116",ACEH,PIDIE,BATEE,1107032024,KAREUNG,0.5759,TERTINGGAL
"60,117",BENGKULU,BENGKULU TENGAH,BANG HAJI,1709102003,SEKAYUN HILIR,0.5759,TERTINGGAL
"60,118",LAMPUNG,WAY KANAN,NEGERI AGUNG,1808072007,KOTA BARU,0.5759,TERTINGGAL
"60,119",NUSA TENGGARA TIMUR,ENDE,NDONA TIMUR,5308162003,DEMULAKA,0.5759,TERTINGGAL
"60,120",NUSA TENGGARA TIMUR,SUMBA TENGAH,MAMBORO,5317032005,CENDANA,0.5759,TERTINGGAL
"60,121",PAPUA BARAT,MAYBRAT,AITINYO UTARA,9210072002,TEHAK BESAR,0.5759,TERTINGGAL
"60,122",SULAWESI TENGGARA,KONAWE UTARA,SAWA,7409072013,PUUPI,0.5759,TERTINGGAL
"60,123",SUMATERA SELATAN,BANYUASIN,SELAT PENUGUAN,1607212001,PENUGUAN,0.5759,TERTINGGAL
"60,124",SUMATERA UTARA,MANDAILING NATAL,NATAL,1213162004,BUBURAN,0.5759,TERTINGGAL
"60,125",SUMATERA UTARA,TAPANULI SELATAN,SIPIROK,1203042054,PANAUNGAN,0.5759,TERTINGGAL
"60,126",SUMATERA UTARA,TAPANULI UTARA,PAHAE JULU,1202052017,LUMBAN GAOL,0.5759,TERTINGGAL
"60,127",PAPUA BARAT,RAJA AMPAT,SALAWATI UTARA,9205042002,KAPATLAP,0.5759,TERTINGGAL
"60,128",ACEH,ACEH UTARA,T. JAMBO AYE,1108142023,MATANG SERDANG,0.5757,TERTINGGAL
"60,129",BANTEN,PANDEGLANG,CIMANGGU,3601022003,TUGU,0.5757,TERTINGGAL
"60,130",GORONTALO,GORONTALO UTARA,TOLINGGULA,7505052018,ILOTUNGGULO,0.5757,TERTINGGAL
"60,131",MALUKU UTARA,HALMAHERA SELATAN,BACAN TIMUR SELATAN,8204212007,TABAJAYA,0.5757,TERTINGGAL
"60,132",NUSA TENGGARA TIMUR,MALAKA,IO KUFEU,5321062002,KUFEU,0.5757,TERTINGGAL
"60,133",NUSA TENGGARA TIMUR,SUMBA TENGAH,UMBU RATU NGGAY,5317042008,TANA MBANAS,0.5757,TERTINGGAL
"60,134",SULAWESI BARAT,MAMASA,BAMBANG,7603112002,MASOSO,0.5757,TERTINGGAL
"60,135",SULAWESI TENGAH,PARIGI MOUTONG,MOUTONG,7208042039,SIALOPA,0.5757,TERTINGGAL
"60,136",SUMATERA UTARA,PADANG LAWAS,LUBUK BARUMUN,1221042023,SIHIUK,0.5757,TERTINGGAL
"60,137",ACEH,ACEH UTARA,MATANGKULI,1108052012,ARON GEULUMPANG VII,0.5756,TERTINGGAL
"60,138",BANTEN,LEBAK,BANJARSARI,3602092011,BENDUNGAN,0.5756,TERTINGGAL
"60,139",KALIMANTAN TENGAH,MURUNG RAYA,SUMBER BARITO,6212052001,KALAPEH BARU,0.5756,TERTINGGAL
"60,140",MALUKU UTARA,HALMAHERA BARAT,IBU,8201032017,MARITANGO,0.5756,TERTINGGAL
"60,141",NUSA TENGGARA TIMUR,LEMBATA,ATADEI,5313022012,DORI PEWUT,0.5756,TERTINGGAL
"60,142",NUSA TENGGARA TIMUR,MANGGARAI,SATAR MESE UTARA,5310182007,LING,0.5756,TERTINGGAL
"60,143",PAPUA,JAYAPURA,UNURUM GUAY,9103092002,GANUSA,0.5756,TERTINGGAL
"60,144",PAPUA BARAT,SORONG SELATAN,KAIS,9204142002,TAPURI,0.5756,TERTINGGAL
"60,145",SULAWESI TENGGARA,KONAWE,ROUTA,7402232003,PARUDONGKA,0.5756,TERTINGGAL
"60,146",SUMATERA SELATAN,BANYUASIN,RANTAU BAYUR,1607112016,TALANG KEMANG,0.5756,TERTINGGAL
"60,147",SUMATERA UTARA,BATU BARA,MEDANG DERAS,1219012003,AEK NAULI,0.5756,TERTINGGAL
"60,148",ACEH,ACEH UTARA,NISAM,1108162027,PALOH MAMPREE,0.5754,TERTINGGAL
"60,149",BENGKULU,KEPAHIANG,SEBERANG MUSI,1708072010,AIR PESI,0.5754,TERTINGGAL
"60,150",GORONTALO,PAHUWATO,MARISA,7504042018,BULANGITA,0.5754,TERTINGGAL
"60,151",KALIMANTAN BARAT,KETAPANG,SANDAI,6104052014,MERIMBANG JAYA,0.5754,TERTINGGAL
"60,152",KALIMANTAN BARAT,MELAWI,NANGA PINOH,6110022008,NANGA KAYAN,0.5754,TERTINGGAL
"60,153",LAMPUNG,WAY KANAN,PAKUAN RATU,1808062007,NEGARA SAKTI,0.5754,TERTINGGAL
"60,154",NUSA TENGGARA TIMUR,BELU,NANAET DUABESI,5304232004,NANAENOE,0.5754,TERTINGGAL
"60,155",NUSA TENGGARA TIMUR,LEMBATA,WULANDONI,5313082005,PUOR,0.5754,TERTINGGAL
"60,156",NUSA TENGGARA TIMUR,SUMBA BARAT,WANOKAKA,5312112005,WAIHURA,0.5754,TERTINGGAL
"60,157",PAPUA,KEPULAUAN YAPEN,ANOTAUREI,9105152004,MANTEMBU,0.5754,TERTINGGAL
"60,158",PAPUA,MAPPI,HAJU,9117052017,PAGHAI,0.5754,TERTINGGAL
"60,159",PAPUA BARAT,MANOKWARI,MANOKWARI UTARA,9202142006,MEYES,0.5754,TERTINGGAL
"60,160",PAPUA BARAT,RAJA AMPAT,MISOOL SELATAN,9205132006,YELLU,0.5754,TERTINGGAL
"60,161",RIAU,INDRAGIRI HILIR,BATANG TUAKA,1404112004,SUNGAIJUNJANGAN,0.5754,TERTINGGAL
"60,162",RIAU,INDRAGIRI HILIR,SUNGAI BATANG,1404202006,BENTENG BARAT,0.5754,TERTINGGAL
"60,163",RIAU,ROKAN HILIR,KUBU,1407012022,SUNGAI SEGAJAH JAYA,0.5754,TERTINGGAL
"60,164",SULAWESI TENGAH,MOROWALI UTARA,PETASIA,7212012004,GANDA-GANDA,0.5754,TERTINGGAL
"60,165",ACEH,ACEH BARAT,ARONGAN LAMBALEK,1105072006,COT KUMBANG,0.5752,TERTINGGAL
"60,166",ACEH,ACEH BARAT DAYA,MANGGENG,1112032010,PUSU INGIN JAYA,0.5752,TERTINGGAL
"60,167",ACEH,ACEH TAMIANG,SEKERAK,1116122012,SULUM,0.5752,TERTINGGAL
"60,168",ACEH,ACEH TENGGARA,BABUL MAKMUR,1102062015,CINTA MAKMUR,0.5752,TERTINGGAL
"60,169",ACEH,GAYO LUES,PINING,1113052007,PEPELAH,0.5752,TERTINGGAL
"60,170",KALIMANTAN BARAT,BENGKAYANG,SUTI SEMARANG,6107102008,TAPEN,0.5752,TERTINGGAL
"60,171",MALUKU,BURU,LOLONG GUBA,8104112006,WABLOY,0.5752,TERTINGGAL
"60,172",MALUKU,KEPULAUAN ARU,ARU SELATAN UTARA,8107102004,HOKMAR,0.5752,TERTINGGAL
"60,173",NUSA TENGGARA TIMUR,MANGGARAI,SATAR MESE UTARA,5310182006,KOLE,0.5752,TERTINGGAL
"60,174",NUSA TENGGARA TIMUR,MANGGARAI BARAT,NDOSO,5315082008,MOMOL,0.5752,TERTINGGAL
"60,175",PAPUA,KEPULAUAN YAPEN,ANGKAISERA,9105042021,KAINUI II,0.5752,TERTINGGAL
"60,176",SULAWESI TENGGARA,MUNA,PASI KOLAGA,7403332003,MATA INDAHA,0.5752,TERTINGGAL
"60,177",SUMATERA UTARA,HUMBANG HASUNDUTAN,ONAN GANJANG,1216082004,SIHIKIT,0.5752,TERTINGGAL
"60,178",SUMATERA UTARA,PAKPAK BHARAT,PAGINDAR,1215062001,SIBAGINDAR,0.5752,TERTINGGAL
"60,179",ACEH,ACEH BARAT,KAWAY XVI,1105022014,PASI TEUNGOH,0.5751,TERTINGGAL
"60,180",ACEH,GAYO LUES,TERANGUN,1113042007,BUKUT,0.5751,TERTINGGAL
"60,181",ACEH,PIDIE,INDRA JAYA,1107072015,RAWA TUNGKOP,0.5751,TERTINGGAL
"60,182",ACEH,PIDIE,PIDIE,1107162051,UJONG LANGGO,0.5751,TERTINGGAL
"60,183",MALUKU UTARA,HALMAHERA SELATAN,KAYOA UTARA,8204132001,MODAYAMA,0.5751,TERTINGGAL
"60,184",MALUKU UTARA,HALMAHERA TIMUR,MABA UTARA,8206092005,WASILEO,0.5751,TERTINGGAL
"60,185",MALUKU UTARA,KOTA TIDORE KEPULAUAN,OBA,8272032003,TOSEHO,0.5751,TERTINGGAL
"60,186",NUSA TENGGARA TIMUR,FLORES TIMUR,WITIHAMA,5306122012,RIANGDULI,0.5751,TERTINGGAL
"60,187",NUSA TENGGARA TIMUR,MANGGARAI,SATAR MESE,5310052004,PONGKOR,0.5751,TERTINGGAL
"60,188",NUSA TENGGARA TIMUR,SIKKA,KEWAPANTE,5307102005,SEUSINA,0.5751,TERTINGGAL
"60,189",NUSA TENGGARA TIMUR,SUMBA BARAT,WANOKAKA,5312112008,TARA MANU,0.5751,TERTINGGAL
"60,190",RIAU,ROKAN HILIR,RIMBA MELINTANG,1407042011,PEMATANG BOTAM,0.5751,TERTINGGAL
"60,191",SULAWESI TENGGARA,KONAWE SELATAN,KOLONO,7405092009,MONDOE JAYA,0.5751,TERTINGGAL
"60,192",ACEH,ACEH TAMIANG,MANYAK PAYED,1116012017,MEUNASAH PAYA,0.5749,TERTINGGAL
"60,193",ACEH,ACEH UTARA,MATANGKULI,1108052016,MEE,0.5749,TERTINGGAL
"60,194",ACEH,KOTA SUBULUSSALAM,RUNDENG,1175032002,DAH,0.5749,TERTINGGAL
"60,195",ACEH,PIDIE,SIMPANG TIGA,1107182033,SEUK CEUKOK,0.5749,TERTINGGAL
"60,196",BANTEN,LEBAK,BANJARSARI,3602092007,CIBATURKEUSIK,0.5749,TERTINGGAL
"60,197",BANTEN,PANDEGLANG,PULOSARI,3601322002,BANJARWANGI,0.5749,TERTINGGAL
"60,198",JAMBI,SAROLANGUN,BATANG ASAI,1503012016,MUARA CUBAN,0.5749,TERTINGGAL
"60,199",JAWA TENGAH,MAGELANG,KAJORAN,3308122018,PANDANSARI,0.5749,TERTINGGAL
"60,200",KALIMANTAN BARAT,LANDAK,MEMPAWAH HULU,6108022002,SAILO,0.5749,TERTINGGAL
"60,201",KALIMANTAN BARAT,LANDAK,MENYUKE,6108062004,KAYU ARA,0.5749,TERTINGGAL
"60,202",KALIMANTAN UTARA,NUNUKAN,KRAYAN TIMUR,6503182002,LONG SEPAYANG,0.5749,TERTINGGAL
"60,203",MALUKU,MALUKU BARAT DAYA,PULAU-PULAU BABAR TIMUR,8108052011,TUTUWAWANG,0.5749,TERTINGGAL
"60,204",MALUKU UTARA,HALMAHERA UTARA,GALELA,8203042032,TOWARA,0.5749,TERTINGGAL
"60,205",MALUKU UTARA,KEPULAUAN SULA,SULABESI TENGAH,8205072003,WAIMAN,0.5749,TERTINGGAL
"60,206",NUSA TENGGARA TIMUR,KUPANG,NEKAMESE,5301162008,BONE,0.5749,TERTINGGAL
"60,207",NUSA TENGGARA TIMUR,LEMBATA,NUBATUKAN,5313052019,BOUR,0.5749,TERTINGGAL
PERINGKAT,NAMA PROVINSI,NAMA KABUPATEN,NAMA KECAMATAN,"K0DE DESADAGRI 72/2019",NAMA DESA,"NILAI IDM2021","STATUS IDMDESA 2021"
"60,208",NUSA TENGGARA TIMUR,MALAKA,WELIMAN,5321042003,LALETEN,0.5749,TERTINGGAL
"60,209",NUSA TENGGARA TIMUR,MANGGARAI BARAT,WELAK,5315072006,PONG WELAK,0.5749,TERTINGGAL
"60,210",NUSA TENGGARA TIMUR,ROTE NDAO,PANTAI BARU,5314052004,SONIMANU,0.5749,TERTINGGAL
"60,211",NUSA TENGGARA TIMUR,ROTE NDAO,ROTE BARAT LAUT,5314022010,LIDOR,0.5749,TERTINGGAL
"60,212",NUSA TENGGARA TIMUR,SUMBA BARAT DAYA,WEWEWA SELATAN,5318052004,DENDUKA,0.5749,TERTINGGAL
"60,213",NUSA TENGGARA TIMUR,SUMBA TENGAH,UMBU RATU NGGAY BARAT,5317022001,WANGGA WAIYENGU,0.5749,TERTINGGAL
"60,214",NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,NOEMUTI,5303042009,NIBAAF,0.5749,TERTINGGAL
"60,215",PAPUA,KEPULAUAN YAPEN,YAPEN TIMUR,9105032004,KOROMBOBI,0.5749,TERTINGGAL
"60,216",PAPUA BARAT,MAYBRAT,AITINYO BARAT,9210052009,WAYBOMATAH,0.5749,TERTINGGAL
"60,217",RIAU,INDRAGIRI HILIR,BATANG TUAKA,1404112010,GEMILANG JAYA,0.5749,TERTINGGAL
"60,218",RIAU,INDRAGIRI HILIR,BATANG TUAKA,1404112009,SIALANG JAYA,0.5749,TERTINGGAL
"60,219",SULAWESI BARAT,MAMUJU,TOMMO,7602112009,LELING,0.5749,TERTINGGAL
"60,220",SULAWESI SELATAN,TANA TORAJA,SALUPUTI,7318012013,SA'TANDUNG,0.5749,TERTINGGAL
"60,221",SULAWESI TENGGARA,KONAWE KEPULAUAN,WAWONII TENGAH,7412072009,LAMPEAPI BARU,0.5749,TERTINGGAL
"60,222",SULAWESI TENGGARA,KONAWE SELATAN,RANOMEETO BARAT,7405222004,LAIKANDONGA,0.5749,TERTINGGAL
"60,223",SULAWESI TENGGARA,MUNA BARAT,TIWORO UTARA,7413082006,SANTIRI,0.5749,TERTINGGAL
"60,224",SULAWESI UTARA,MINAHASA UTARA,WORI,7106042008,MANTEHAGE III TINONGKO,0.5749,TERTINGGAL
"60,225",SUMATERA SELATAN,BANYUASIN,RANTAU BAYUR,1607112003,TANJUNG TIGA,0.5749,TERTINGGAL
"60,226",SUMATERA SELATAN,MUSI BANYUASIN,BATANG HARI LEKO,1606042005,TALANG BULUH,0.5749,TERTINGGAL
"60,227",SUMATERA UTARA,BATU BARA,NIBUNG HANGUS,1219122003,JATI MULIA,0.5749,TERTINGGAL
"60,228",SUMATERA UTARA,PADANG LAWAS,SOSOPAN,1221012020,HUTA BARA,0.5749,TERTINGGAL
"60,229",ACEH,ACEH BARAT,BUBON,1105062016,SEUNEUBOK TRAP,0.5748,TERTINGGAL
"60,230",ACEH,ACEH BESAR,MONTASIK,1106052022,TEUBANG PHUI MESJID,0.5748,TERTINGGAL
"60,231",ACEH,ACEH UTARA,NISAM,1108162034,COT MAMBONG,0.5748,TERTINGGAL
"60,232",ACEH,ACEH UTARA,SEUNUDDON,1108092026,TEUPIN KUYUEN,0.5748,TERTINGGAL
"60,233",ACEH,BIREUEN,JULI,1111092015,PANTE BARO,0.5748,TERTINGGAL
"60,234",BENGKULU,SELUMA,ULU TALO,1705132006,AIR KERUH,0.5748,TERTINGGAL
"60,235",KALIMANTAN BARAT,BENGKAYANG,LEDO,6107032013,SELES,0.5748,TERTINGGAL
"60,236",KALIMANTAN BARAT,LANDAK,NGABANG,6108012018,SEBIRANG,0.5748,TERTINGGAL
"60,237",KALIMANTAN TIMUR,MAHAKAM ULU,LONG APARI,6411042001,LONG PENANEH I,0.5748,TERTINGGAL
"60,238",LAMPUNG,LAMPUNG UTARA,SUNGKAI SELATAN,1803032002,BUMI RATU,0.5748,TERTINGGAL
"60,239",MALUKU,SERAM BAGIAN TIMUR,KILMURY,8105082009,SUMBAWA,0.5748,TERTINGGAL
"60,240",MALUKU UTARA,HALMAHERA SELATAN,KEPULAUAN BOTANGLOMANG,8204182006,KAMPUNG BARU,0.5748,TERTINGGAL
"60,241",MALUKU UTARA,KEPULAUAN SULA,MANGOLI UTARA TIMUR,8205102003,PELITA JAYA,0.5748,TERTINGGAL
"60,242",NUSA TENGGARA TIMUR,ENDE,DETUSOKO,5308062022,RANGA,0.5748,TERTINGGAL
"60,243",NUSA TENGGARA TIMUR,ENDE,NDORI,5308172005,KELISAMBA,0.5748,TERTINGGAL
"60,244",NUSA TENGGARA TIMUR,ENDE,WOLOWARU,5308082024,LISE PU'U,0.5748,TERTINGGAL
"60,245",NUSA TENGGARA TIMUR,MANGGARAI,RUTENG,5310032019,GOLO WOROK,0.5748,TERTINGGAL
"60,246",NUSA TENGGARA TIMUR,MANGGARAI TIMUR,BORONG,5319012034,COMPANG TENDA,0.5748,TERTINGGAL
"60,247",NUSA TENGGARA TIMUR,SUMBA BARAT DAYA,LOURA,5318012010,WEE MANANDA,0.5748,TERTINGGAL
"60,248",NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,AMANUBAN BARAT,5302072007,TUBLOPO,0.5748,TERTINGGAL
"60,249",PAPUA,DEIYAI,TIGI BARAT,9128042010,DIYAI,0.5748,TERTINGGAL
"60,250",PAPUA,MERAUKE,ELIKOBAL,9101102004,SIPIAS,0.5748,TERTINGGAL
"60,251",SULAWESI BARAT,MAMASA,BALLA,7603122008,BALLA TIMUR,0.5748,TERTINGGAL
"60,252",SULAWESI TENGGARA,MUNA,KONTUNAGA,7403202002,LAPODIDI,0.5748,TERTINGGAL
"60,253",SUMATERA UTARA,NIAS,BOTOMUZOI,1204212003,HILIWAELE I,0.5748,TERTINGGAL
"60,254",SUMATERA UTARA,NIAS SELATAN,PULAU-PULAU BATU,1214052010,SINAURU,0.5748,TERTINGGAL
"60,255",SUMATERA UTARA,PADANG LAWAS UTARA,DOLOK SIGOMPULON,1220012003,AEK JABUT,0.5748,TERTINGGAL
"60,256",SUMATERA UTARA,TAPANULI TENGAH,MANDUAMAS,1201052006,MANDUAMAS LAMA,0.5748,TERTINGGAL
"60,257",SUMATERA UTARA,TAPANULI TENGAH,PASARIBU TOBING,1201162003,MAKMUR,0.5748,TERTINGGAL
"60,258",ACEH,ACEH BARAT,WOYLA,1105042040,SUAK TRIENG,0.5746,TERTINGGAL
"60,259",ACEH,ACEH BARAT,WOYLA TIMUR,1105112021,RAMBONG PINTO,0.5746,TERTINGGAL
"60,260",ACEH,ACEH UTARA,TANAH LUAS,1108122013,MANYANG TUNONG,0.5746,TERTINGGAL
"60,261",ACEH,PIDIE,PEUKAN BARO,1107152032,PUUK,0.5746,TERTINGGAL
"60,262",ACEH,PIDIE JAYA,JANGKA BUAYA,1118032009,MEUNASAH MEE,0.5746,TERTINGGAL
"60,263",BENGKULU,BENGKULU TENGAH,PONDOK KUBANG,1709092005,TALANG TENGAH I,0.5746,TERTINGGAL
"60,264",BENGKULU,KAUR,LUAS,1704102005,DURIAN BESAR,0.5746,TERTINGGAL
"60,265",BENGKULU,REJANG LEBONG,SINDANG BELITI ILIR,1702232010,SUKA KARYA,0.5746,TERTINGGAL
"60,266",KALIMANTAN TENGAH,MURUNG RAYA,UUT MURUNG,6212102003,KALASIN,0.5746,TERTINGGAL
"60,267",KALIMANTAN TENGAH,SERUYAN,SULING TAMBUN,6207102008,TANJUNG TUKAL,0.5746,TERTINGGAL
"60,268",KALIMANTAN UTARA,NUNUKAN,KRAYAN SELATAN,6503072001,LONG PASIA,0.5746,TERTINGGAL
"60,269",MALUKU UTARA,HALMAHERA SELATAN,BACAN TIMUR,8204072023,KAIREU,0.5746,TERTINGGAL
"60,270",MALUKU UTARA,HALMAHERA SELATAN,GANE TIMUR,8204032014,SUMBER MAKMUR,0.5746,TERTINGGAL
"60,271",NUSA TENGGARA TIMUR,KUPANG,NEKAMESE,5301162007,OEPAHA,0.5746,TERTINGGAL
"60,272",NUSA TENGGARA TIMUR,MANGGARAI BARAT,KUWUS BARAT,5315122010,RANGGU,0.5746,TERTINGGAL
"60,273",NUSA TENGGARA TIMUR,MANGGARAI BARAT,WELAK,5315072015,RACANG WELAK,0.5746,TERTINGGAL
"60,274",NUSA TENGGARA TIMUR,MANGGARAI TIMUR,SAMBI RAMPAS,5319042003,BUTI,0.5746,TERTINGGAL
"60,275",NUSA TENGGARA TIMUR,SABU RAIJUA,SABU TENGAH,5320022005,EIMADAKE,0.5746,TERTINGGAL
"60,276",NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,KOK BAUN,5302232003,KOLOTO,0.5746,TERTINGGAL
"60,277",PAPUA,BIAK NUMFOR,YENDIDORI,9106112013,PADWA,0.5746,TERTINGGAL
"60,278",PAPUA,DEIYAI,TIGI,9128012020,PEKU,0.5746,TERTINGGAL
"60,279",PAPUA,DEIYAI,TIGI TIMUR,9128022007,DAGOKEBO,0.5746,TERTINGGAL
"60,280",PAPUA,DEIYAI,TIGI TIMUR,9128022005,DAKEBO,0.5746,TERTINGGAL
"60,281",PAPUA,JAYAPURA,UNURUM GUAY,9103092005,SAWA SUMA,0.5746,TERTINGGAL
"60,282",PAPUA,KEEROM,SENGGI,9111032002,SENGGI,0.5746,TERTINGGAL
"60,283",PAPUA,PEGUNUNGAN BINTANG,TEIRAPLU,9112312001,TEIRAPLU,0.5746,TERTINGGAL
"60,284",RIAU,INDRAGIRI HILIR,GAUNG,1404122014,TELUKMERBAU,0.5746,TERTINGGAL
"60,285",SULAWESI BARAT,MAMASA,ARALLE,7603022004,PANETEAN,0.5746,TERTINGGAL
"60,286",SULAWESI SELATAN,TORAJA UTARA,SANGGALANGI,7326072005,TANDUNG LA'BO',0.5746,TERTINGGAL
"60,287",SULAWESI TENGAH,BANGGAI LAUT,BOKAN KEPULAUAN,7211032012,PAISUBEBE,0.5746,TERTINGGAL
"60,288",SULAWESI TENGGARA,KONAWE KEPULAUAN,WAWONII TENGGARA,7412052009,SUKARELA JAYA,0.5746,TERTINGGAL
"60,289",SUMATERA SELATAN,BANYUASIN,BANYUASIN II,1607022013,TANAH PILIH,0.5746,TERTINGGAL
"60,290",SUMATERA SELATAN,LAHAT,PAJAR BULAN,1604122001,TALANG BARU,0.5746,TERTINGGAL
"60,291",SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,BELITANG MADANG RAYA,1608182010,MEKAR JAYA,0.5746,TERTINGGAL
"60,292",SUMATERA UTARA,MANDAILING NATAL,PANYABUNGAN TIMUR,1213032009,RANTO NATAS,0.5746,TERTINGGAL
"60,293",SUMATERA UTARA,MANDAILING NATAL,SIABU,1213062004,HUTA PULI,0.5746,TERTINGGAL
"60,294",SUMATERA UTARA,PADANG LAWAS UTARA,PORTIBI,1220062023,PADANG MANJOIR,0.5746,TERTINGGAL
"60,295",SUMATERA UTARA,SAMOSIR,ONAN RUNGGU,1217022011,SIPIRA,0.5746,TERTINGGAL
"60,296",ACEH,ACEH JAYA,SAMPOINIET,1114042010,MATA IE,0.5744,TERTINGGAL
"60,297",ACEH,ACEH SELATAN,PASI RAJA,1101102015,KRUENG KALEE,0.5744,TERTINGGAL
"60,298",ACEH,ACEH TENGGARA,LEUSER,1102162002,BINTANG BUKIT INDAH,0.5744,TERTINGGAL
"60,299",ACEH,ACEH TENGGARA,LEUSER,1102162006,GUNUNG PAK-PAK,0.5744,TERTINGGAL
"60,300",ACEH,ACEH UTARA,LHOKSUKON,1108042020,ARA AB,0.5744,TERTINGGAL
"60,301",ACEH,ACEH UTARA,T. JAMBO AYE,1108142003,RANTO PANYANG,0.5744,TERTINGGAL
"60,302",ACEH,PIDIE,SIMPANG TIGA,1107182021,GONG,0.5744,TERTINGGAL
"60,303",KALIMANTAN BARAT,LANDAK,KUALA BEHE,6108092007,ANGKANYAR,0.5744,TERTINGGAL
"60,304",KALIMANTAN SELATAN,BANJAR,SUNGAI TABUK,6303042017,LOK BAINTAN DALAM,0.5744,TERTINGGAL
"60,305",KALIMANTAN TENGAH,BARITO UTARA,LAHEI,6205062022,HARAGANDANG,0.5744,TERTINGGAL
"60,306",MALUKU UTARA,HALMAHERA TENGAH,PATANI,8202022004,WAILEGI,0.5744,TERTINGGAL
"60,307",MALUKU UTARA,HALMAHERA TIMUR,WASILE SELATAN,8206042015,TALAGA JAYA,0.5744,TERTINGGAL
"60,308",NUSA TENGGARA TIMUR,LEMBATA,NAGA WUTUNG,5313012004,LUSIDUAWUTUN,0.5744,TERTINGGAL
"60,309",NUSA TENGGARA TIMUR,MALAKA,WELIMAN,5321042014,TAABA,0.5744,TERTINGGAL
"60,310",NUSA TENGGARA TIMUR,MANGGARAI BARAT,KOMODO,5315052008,MACANG TANGGAR,0.5744,TERTINGGAL
"60,311",NUSA TENGGARA TIMUR,ROTE NDAO,ROTE TIMUR,5314062014,PENGODUA,0.5744,TERTINGGAL
"60,312",PAPUA,BIAK NUMFOR,ORKERI,9106172009,MANWOR INDAH,0.5744,TERTINGGAL
"60,313",PAPUA,BIAK NUMFOR,YENDIDORI,9106112002,ADOKI,0.5744,TERTINGGAL
