PERINGKAT,NAMA PROVINSI,NAMA KABUPATEN,NAMA KECAMATAN,"K0DE DESA DAGRI 72/2019",NAMA DESA,"NILAI IDM 2021","STATUS IDM DESA 2021"
"70,064",MALUKU UTARA,HALMAHERA TIMUR,MABA TENGAH,8206082012,TATANGAPU,0.4776,SANGAT TERTINGGAL
"70,065",MALUKU UTARA,HALMAHERA TIMUR,WASILE UTARA,8206062005,BOLOLO,0.4776,SANGAT TERTINGGAL
"70,066",PAPUA,ASMAT,SURU-SURU,9118082014,HULAM,0.4776,SANGAT TERTINGGAL
"70,067",PAPUA,DOGIYAI,MAPIA TENGAH,9126092009,ADAUWO,0.4776,SANGAT TERTINGGAL
"70,068",PAPUA,PUNCAK,BEOGA,9125032007,TINGGILBET,0.4776,SANGAT TERTINGGAL
"70,069",PAPUA,YAHUKIMO,PANGGEMA,9113222003,PANGGEMA,0.4776,SANGAT TERTINGGAL
"70,070",PAPUA BARAT,TAMBRAUW,KEBAR SELATAN,9209242010,MEIWAR,0.4776,SANGAT TERTINGGAL
"70,071",SUMATERA UTARA,NIAS BARAT,MANDREHE UTARA,1225062006,ONONAMOLO I,0.4776,SANGAT TERTINGGAL
"70,072",SUMATERA UTARA,NIAS SELATAN,SIMUK,1214282005,GOBO BARU,0.4776,SANGAT TERTINGGAL
"70,073",ACEH,ACEH UTARA,PAYA BAKONG,1108202022,JOK,0.4775,SANGAT TERTINGGAL
"70,074",NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,AMANATUN UTARA,5302092002,FOTILO,0.4775,SANGAT TERTINGGAL
"70,075",PAPUA,MAMBERAMO RAYA,MAMBERAMO HULU,9120022005,PAPASENA II,0.4775,SANGAT TERTINGGAL
"70,076",PAPUA,WAROPEN,MASIREI,9115032016,KOWOGI,0.4775,SANGAT TERTINGGAL
"70,077",PAPUA,YAHUKIMO,SELA,9113392002,MEGOM,0.4775,SANGAT TERTINGGAL
"70,078",PAPUA BARAT,KAIMANA,KAIMANA,9208012019,ORAY,0.4775,SANGAT TERTINGGAL
"70,079",SULAWESI BARAT,MAMASA,BALLA,7603122004,BALLA TUMUKA,0.4775,SANGAT TERTINGGAL
"70,080",SUMATERA UTARA,MANDAILING NATAL,KOTANOPAN,1213082014,MUARA POTAN,0.4775,SANGAT TERTINGGAL
"70,081",SUMATERA UTARA,NIAS SELATAN,HIBALA,1214042021,LUMBUI NIAS,0.4775,SANGAT TERTINGGAL
"70,082",SUMATERA UTARA,NIAS SELATAN,TOMA,1214122011,HILIASI,0.4775,SANGAT TERTINGGAL
"70,083",PAPUA,PEGUNUNGAN BINTANG,IWUR,9112042017,NENGINUM,0.4773,SANGAT TERTINGGAL
"70,084",MALUKU,KEPULAUAN ARU,SIR-SIR,8107062009,KOLAHA,0.4773,SANGAT TERTINGGAL
"70,085",MALUKU UTARA,HALMAHERA BARAT,JAILOLO,8201012012,IDAMDEHE GAMSUNGI,0.4773,SANGAT TERTINGGAL
"70,086",PAPUA,JAYAWIJAYA,KURULU,9102032019,IYANTIK,0.4773,SANGAT TERTINGGAL
"70,087",PAPUA,JAYAWIJAYA,PELEBAGA,9102342012,WAUKAHILAPOK,0.4773,SANGAT TERTINGGAL
"70,088",PAPUA,MAPPI,ASSUE,9117062006,YAME,0.4773,SANGAT TERTINGGAL
"70,089",PAPUA,MAPPI,OBAA,9117012031,MADU,0.4773,SANGAT TERTINGGAL
"70,090",PAPUA,MAPPI,YAKOMI,9117122001,AMK,0.4773,SANGAT TERTINGGAL
"70,091",PAPUA,PUNCAK,WANGBE,9125022005,WONALBE,0.4773,SANGAT TERTINGGAL
"70,092",PAPUA BARAT,KAIMANA,YAMOR,9208072001,URE,0.4773,SANGAT TERTINGGAL
"70,093",PAPUA BARAT,KAIMANA,YAMOR,9208072003,URUBIKA,0.4773,SANGAT TERTINGGAL
"70,094",PAPUA BARAT,KAIMANA,YAMOR,9208072004,WAGOHA,0.4773,SANGAT TERTINGGAL
"70,095",PAPUA BARAT,KAIMANA,YAMOR,9208072002,WOSOKUNO,0.4773,SANGAT TERTINGGAL
"70,096",SUMATERA UTARA,NIAS,BOTOMUZOI,1204212001,HILIGODU BOTOMUZOI,0.4773,SANGAT TERTINGGAL
"70,097",SUMATERA UTARA,NIAS BARAT,MANDREHE UTARA,1225062010,TARAHA,0.4773,SANGAT TERTINGGAL
"70,098",SUMATERA UTARA,NIAS SELATAN,ULUSUSUA,1214242010,FOIKHU FONDRAKO,0.4773,SANGAT TERTINGGAL
"70,099",PAPUA,BIAK NUMFOR,AIMANDO PADAIDO,9106192005,MBROMSI,0.4771,SANGAT TERTINGGAL
"70,100",PAPUA,PEGUNUNGAN BINTANG,IWUR,9112042019,KAMYOIM,0.4771,SANGAT TERTINGGAL
"70,101",PAPUA,KEEROM,ARSO TIMUR,9111062009,SANGKE,0.4771,SANGAT TERTINGGAL
"70,102",PAPUA,MAPPI,ASSUE,9117062007,KAITOK,0.4771,SANGAT TERTINGGAL
"70,103",PAPUA,MAPPI,OBAA,9117012029,METIM,0.4771,SANGAT TERTINGGAL
"70,104",PAPUA BARAT,SORONG,BUK,9201472005,TIKLEN,0.4771,SANGAT TERTINGGAL
"70,105",SUMATERA UTARA,NIAS SELATAN,IDANOTAE,1214352005,SIRAHIA,0.4771,SANGAT TERTINGGAL
"70,106",SUMATERA UTARA,NIAS SELATAN,O'O'U,1214212010,HILINAMAZIHONO MOALE,0.4771,SANGAT TERTINGGAL
"70,107",SUMATERA UTARA,NIAS SELATAN,ULU IDANOTAE,1214342004,DAO-DAO ZANUWO IDANO TAE,0.4771,SANGAT TERTINGGAL
"70,108",PAPUA BARAT,TELUK WONDAMA,RUMBERPON,9207062009,YARIARI,0.4770,SANGAT TERTINGGAL
"70,109",MALUKU,BURU,FENA LEISELA,8104132004,WAEDANGA,0.4770,SANGAT TERTINGGAL
"70,110",PAPUA,ASMAT,PULAU TIGA,9118122004,AOU,0.4770,SANGAT TERTINGGAL
"70,111",PAPUA,BOVEN DIGOEL,MANGGELUM,9116122003,BAYANGGOP,0.4770,SANGAT TERTINGGAL
"70,112",PAPUA,JAYAWIJAYA,ASOLOGAIMA,9102042026,MILIGATNEM,0.4770,SANGAT TERTINGGAL
"70,113",PAPUA BARAT,MANOKWARI,SIDEY,9202212011,MANGGUPI,0.4770,SANGAT TERTINGGAL
"70,114",PAPUA BARAT,PEGUNUNGAN ARFAK,MINYAMBAOUW,9212092002,DEMAISI,0.4770,SANGAT TERTINGGAL
"70,115",SUMATERA UTARA,NIAS BARAT,LAHOMI,1225012003,SITOLUBANUA,0.4770,SANGAT TERTINGGAL
"70,116",SUMATERA UTARA,NIAS UTARA,AFULU,1224092007,LAURU LAHEWA,0.4770,SANGAT TERTINGGAL
"70,117",SUMATERA UTARA,PADANG LAWAS UTARA,PADANG BOLAK,1220042028,SAMPURAN,0.4770,SANGAT TERTINGGAL
"70,118",ACEH,BIREUEN,MAKMUR,1111062024,MATANG KUMBANG,0.4768,SANGAT TERTINGGAL
"70,119",MALUKU UTARA,HALMAHERA BARAT,LOLODA,8201022023,BANTOLI,0.4768,SANGAT TERTINGGAL
"70,120",PAPUA,JAYAWIJAYA,NAPUA,9102412005,HEALEKMA,0.4768,SANGAT TERTINGGAL
"70,121",PAPUA,KEPULAUAN YAPEN,YAPEN UTARA,9105072009,ROSWARI,0.4768,SANGAT TERTINGGAL
"70,122",PAPUA BARAT,MAYBRAT,AIFAT,9210012003,KOKAS,0.4768,SANGAT TERTINGGAL
"70,123",PAPUA BARAT,MAYBRAT,AYAMARU BARAT,9210212005,SEHU,0.4768,SANGAT TERTINGGAL
"70,124",PAPUA BARAT,PEGUNUNGAN ARFAK,CATUBOUW,9212072005,AIGA,0.4768,SANGAT TERTINGGAL
"70,125",SULAWESI BARAT,MAJENE,SENDANA,7605032018,PAMINGGALAN,0.4768,SANGAT TERTINGGAL
"70,126",SUMATERA UTARA,MANDAILING NATAL,KOTANOPAN,1213082005,GUNUNG TUA SM,0.4768,SANGAT TERTINGGAL
"70,127",KALIMANTAN UTARA,NUNUKAN,LUMBIS OGONG,6503152025,SANAL,0.4767,SANGAT TERTINGGAL
"70,128",PAPUA,YAHUKIMO,SOBA,9113182004,NILEN,0.4767,SANGAT TERTINGGAL
"70,129",PAPUA BARAT,PEGUNUNGAN ARFAK,HINGK,9212102006,CANGOISI,0.4767,SANGAT TERTINGGAL
"70,130",PAPUA BARAT,PEGUNUNGAN ARFAK,MINYAMBAOUW,9212092011,MICADIWOR,0.4767,SANGAT TERTINGGAL
"70,131",SUMATERA UTARA,NIAS SELATAN,HURUNA,1214202016,HILIMANAWA,0.4767,SANGAT TERTINGGAL
"70,132",SUMATERA UTARA,NIAS SELATAN,TELUK DALAM,1214062026,HILISONDREKHA,0.4767,SANGAT TERTINGGAL
"70,133",SUMATERA UTARA,TAPANULI UTARA,ADIAN KOTING,1202032004,SIANTAR NAIPOSPOS,0.4767,SANGAT TERTINGGAL
"70,134",ACEH,ACEH UTARA,SAWANG,1108152015,TEUPIN RUSEP,0.4765,SANGAT TERTINGGAL
"70,135",PAPUA BARAT,MAYBRAT,AITINYO TENGAH,9210222007,ITIGAH,0.4765,SANGAT TERTINGGAL
"70,136",PAPUA BARAT,PEGUNUNGAN ARFAK,HINGK,9212102029,MBRANDE,0.4765,SANGAT TERTINGGAL
"70,137",PAPUA BARAT,SORONG,SAENGKEDUK,9201482005,SAMBATIE,0.4765,SANGAT TERTINGGAL
"70,138",RIAU,KAMPAR,KAMPAR KIRI HULU,1401092022,BUKIT BETUNG,0.4765,SANGAT TERTINGGAL
"70,139",SUMATERA UTARA,NIAS SELATAN,BORONADU,1214272010,SIRAHA,0.4765,SANGAT TERTINGGAL
"70,140",PAPUA,PUNCAK JAYA,ILU,9107032035,BELANTARA,0.4763,SANGAT TERTINGGAL
"70,141",PAPUA,PUNCAK JAYA,ILU,9107032027,DOLINGGAME,0.4763,SANGAT TERTINGGAL
"70,142",PAPUA,PUNCAK JAYA,ILU,9107032037,PULAU TIMUR,0.4763,SANGAT TERTINGGAL
"70,143",PAPUA,PUNCAK JAYA,ILU,9107032002,WURAK,0.4763,SANGAT TERTINGGAL
"70,144",PAPUA,PUNCAK,ILAGA UTARA,9125182007,OLENKI,0.4763,SANGAT TERTINGGAL
"70,145",PAPUA,YAHUKIMO,YOGOSEM,9113512004,SAIKAMA,0.4763,SANGAT TERTINGGAL
"70,146",SULAWESI BARAT,MAJENE,ULUMANDA,7605052007,SULAI,0.4763,SANGAT TERTINGGAL
"70,147",SULAWESI BARAT,MAMASA,TAWALIAN,7603142002,TAWALIAN TIMUR,0.4763,SANGAT TERTINGGAL
"70,148",SULAWESI BARAT,MAMUJU UTARA,BULU TABA,7601072007,OMPI,0.4763,SANGAT TERTINGGAL
"70,149",SUMATERA UTARA,NIAS SELATAN,PULAU-PULAU BATU,1214052003,BAWO'AMAHELATO,0.4763,SANGAT TERTINGGAL
"70,150",PAPUA,TOLIKARA,KARUBAGA,9114012056,KOLILAN,0.4762,SANGAT TERTINGGAL
"70,151",ACEH,ACEH UTARA,SAWANG,1108152018,COT KUMUNENG,0.4762,SANGAT TERTINGGAL
"70,152",PAPUA BARAT,PEGUNUNGAN ARFAK,HINGK,9212102028,MONUT,0.4762,SANGAT TERTINGGAL
"70,153",PAPUA BARAT,PEGUNUNGAN ARFAK,TESTEGA,9212082003,MEIFEKENI,0.4762,SANGAT TERTINGGAL
"70,154",PAPUA BARAT,TELUK BINTUNI,WERIAGAR,9206212002,MOGOTIRA,0.4762,SANGAT TERTINGGAL
"70,155",PAPUA,MAPPI,PASSUE,9117082005,KOTIAK,0.4760,SANGAT TERTINGGAL
"70,156",PAPUA,PEGUNUNGAN BINTANG,OKBIBAB,9112032004,ABMISIBIL,0.4760,SANGAT TERTINGGAL
"70,157",MALUKU,SERAM BAGIAN TIMUR,WERINAMA,8105032017,OSONG,0.4760,SANGAT TERTINGGAL
"70,158",PAPUA BARAT,SORONG,WEMAK,9201452004,KLALIN MOS,0.4760,SANGAT TERTINGGAL
"70,159",PAPUA BARAT,SORONG SELATAN,FOKOUR,9204242002,WANDUM,0.4760,SANGAT TERTINGGAL
"70,160",PAPUA BARAT,TELUK BINTUNI,DATARAN BEIMES,9206132001,HORNA,0.4760,SANGAT TERTINGGAL
"70,161",PAPUA,TOLIKARA,KARUBAGA,9114012068,DANGGULURIK,0.4759,SANGAT TERTINGGAL
"70,162",ACEH,ACEH UTARA,LHOKSUKON,1108042073,MATA IE,0.4759,SANGAT TERTINGGAL
"70,163",ACEH,BIREUEN,PEUSANGAN SELATAN,1111162010,ME RAYEUK,0.4759,SANGAT TERTINGGAL
"70,164",ACEH,NAGAN RAYA,SUKA MAKMUE,1115062006,SEUMAMBEK,0.4759,SANGAT TERTINGGAL
"70,165",NUSA TENGGARA TIMUR,SIKKA,TANA WAWO,5307172008,POMA,0.4759,SANGAT TERTINGGAL
"70,166",PAPUA,MERAUKE,NGGUTI,9101162002,YAWIMU,0.4759,SANGAT TERTINGGAL
"70,167",PAPUA,MERAUKE,NGGUTI,9101162006,YOMOP,0.4759,SANGAT TERTINGGAL
"70,168",SULAWESI BARAT,MAMASA,MAMBI,7603012025,SELUMAKA,0.4759,SANGAT TERTINGGAL
"70,169",SULAWESI TENGAH,SIGI,PALOLO,7210022021,KARUNIA,0.4759,SANGAT TERTINGGAL
"70,170",SUMATERA UTARA,NIAS SELATAN,SIDUA'ORI,1214252009,HOYA,0.4759,SANGAT TERTINGGAL
"70,171",MALUKU,BURU SELATAN,LEKSULA,8109052003,WAEHAKA,0.4757,SANGAT TERTINGGAL
"70,172",PAPUA,MAMBERAMO RAYA,SAWAI,9120082004,SORABI,0.4757,SANGAT TERTINGGAL
PERINGKAT,NAMA PROVINSI,NAMA KABUPATEN,NAMA KECAMATAN,"K0DE DESADAGRI 72/2019",NAMA DESA,"NILAI IDM2021","STATUS IDMDESA 2021"
"70,173",PAPUA,MIMIKA,JILA,9109062025,DILOA DUA,0.4757,SANGAT TERTINGGAL
"70,174",PAPUA,YAHUKIMO,PANGGEMA,9113222010,KOLU,0.4757,SANGAT TERTINGGAL
"70,175",PAPUA,YAHUKIMO,PANGGEMA,9113222008,WERESILI,0.4757,SANGAT TERTINGGAL
"70,176",RIAU,KAMPAR,KAMPAR KIRI HULU,1401092021,TANJUNG PERMAI,0.4757,SANGAT TERTINGGAL
"70,177",SULAWESI BARAT,MAJENE,ULUMANDA,7605052008,PANGGALO,0.4757,SANGAT TERTINGGAL
"70,178",SUMATERA UTARA,NIAS SELATAN,AMANDRAYA,1214072032,TUINDRAO I,0.4757,SANGAT TERTINGGAL
"70,179",MALUKU,KEPULAUAN ARU,ARU TENGAH SELATAN,8107082005,GOMO-GOMO,0.4756,SANGAT TERTINGGAL
"70,180",NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,BOKING,5302152006,SABUN,0.4756,SANGAT TERTINGGAL
"70,181",PAPUA,BIAK NUMFOR,NUMFOR BARAT,9106042021,RIMBARAYA,0.4756,SANGAT TERTINGGAL
"70,182",PAPUA,MAPPI,YAKOMI,9117122003,BENGGO,0.4756,SANGAT TERTINGGAL
"70,183",SUMATERA UTARA,MANDAILING NATAL,BATANG NATAL,1213132028,AEK BARU JAE,0.4756,SANGAT TERTINGGAL
"70,184",SUMATERA UTARA,NIAS SELATAN,ONOLALU,1214332009,HILIFALAGO RAYA,0.4756,SANGAT TERTINGGAL
"70,185",ACEH,ACEH SELATAN,KLUET TENGAH,1101132002,ALUR KEUJRUN,0.4754,SANGAT TERTINGGAL
"70,186",PAPUA,BOVEN DIGOEL,ARIMOP,9116092005,PATRIOT,0.4754,SANGAT TERTINGGAL
"70,187",PAPUA,PUNCAK,WANGBE,9125022010,AILPAILIN,0.4754,SANGAT TERTINGGAL
"70,188",PAPUA,YAHUKIMO,PANGGEMA,9113222002,KUNI,0.4754,SANGAT TERTINGGAL
"70,189",PAPUA BARAT,MANOKWARI,WARMARE,9202032004,WARMARE,0.4754,SANGAT TERTINGGAL
"70,190",SUMATERA UTARA,MANDAILING NATAL,KOTANOPAN,1213082030,SIMANDOLAM,0.4754,SANGAT TERTINGGAL
"70,191",SUMATERA UTARA,NIAS UTARA,ALASA,1224072002,LAHEMBOHO,0.4754,SANGAT TERTINGGAL
"70,192",SUMATERA UTARA,PADANG LAWAS UTARA,HALONGONAN TIMUR,1220112003,PASIR BARA,0.4754,SANGAT TERTINGGAL
"70,193",PAPUA,YALIMO,ABENAHO,9122032038,LAKONGKONG,0.4754,SANGAT TERTINGGAL
"70,194",PAPUA BARAT,RAJA AMPAT,TIPLOL MAYALIBIT,9205192005,WAIFOI,0.4752,SANGAT TERTINGGAL
"70,195",NUSA TENGGARA TIMUR,MANGGARAI BARAT,NDOSO,5315082001,GOLO POLENG,0.4752,SANGAT TERTINGGAL
"70,196",PAPUA,INTAN JAYA,HOMEYO,9127022003,MAYA,0.4752,SANGAT TERTINGGAL
"70,197",PAPUA BARAT,MAYBRAT,AYAMARU TENGAH,9210202007,TUT,0.4752,SANGAT TERTINGGAL
"70,198",PAPUA BARAT,PEGUNUNGAN ARFAK,SURUREY,9212042009,TOMSTERA,0.4752,SANGAT TERTINGGAL
"70,199",SUMATERA UTARA,MANDAILING NATAL,MUARA BATANG GADIS,1213172003,LUBUK KAPUNDUNG,0.4752,SANGAT TERTINGGAL
"70,200",PAPUA,ASMAT,PULAU TIGA,9118122007,EROKO,0.4751,SANGAT TERTINGGAL
"70,201",PAPUA,MERAUKE,TUBANG,9101152002,DOKIB,0.4751,SANGAT TERTINGGAL
"70,202",SULAWESI TENGAH,TOJO UNA UNA,BATUDAKA,7209112008,LINDO,0.4751,SANGAT TERTINGGAL
"70,203",SUMATERA UTARA,NIAS BARAT,SIROMBU,1225022004,KAFO KAFO,0.4751,SANGAT TERTINGGAL
"70,204",SUMATERA UTARA,NIAS SELATAN,BORONADU,1214272007,TUHEGAFOA,0.4751,SANGAT TERTINGGAL
"70,205",PAPUA,PEGUNUNGAN BINTANG,OKSIBIL,9112012023,MOLBIB SILIBIB,0.4751,SANGAT TERTINGGAL
"70,206",PAPUA,YALIMO,ELELIM,9122012006,WALKEP,0.4749,SANGAT TERTINGGAL
"70,207",PAPUA,JAYAWIJAYA,NAPUA,9102412003,LANI MATUAN,0.4749,SANGAT TERTINGGAL
"70,208",PAPUA,YAHUKIMO,DIRWEMNA,9113352002,AKSAL,0.4749,SANGAT TERTINGGAL
"70,209",PAPUA BARAT,MAYBRAT,AIFAT UTARA,9210022017,IRATA,0.4749,SANGAT TERTINGGAL
"70,210",PAPUA BARAT,MAYBRAT,AYAMARU JAYA,9210162009,WARBO,0.4749,SANGAT TERTINGGAL
"70,211",PAPUA BARAT,PEGUNUNGAN ARFAK,HINGK,9212102009,DEMUNTI,0.4749,SANGAT TERTINGGAL
"70,212",PAPUA BARAT,PEGUNUNGAN ARFAK,TAIGE,9212062008,DISURA,0.4749,SANGAT TERTINGGAL
"70,213",PAPUA BARAT,PEGUNUNGAN ARFAK,TAIGE,9212062005,UBEISA,0.4749,SANGAT TERTINGGAL
"70,214",RIAU,KAMPAR,KAMPAR KIRI HULU,1401092003,TANJUNG BELIT SELATAN,0.4749,SANGAT TERTINGGAL
"70,215",SUMATERA UTARA,NIAS BARAT,ULU MORO'O,1225082003,SALOO,0.4749,SANGAT TERTINGGAL
"70,216",SUMATERA UTARA,NIAS SELATAN,SOMAMBAWA,1214262002,SIWALU BANUA,0.4749,SANGAT TERTINGGAL
"70,217",PAPUA BARAT,PEGUNUNGAN ARFAK,DIDOHU,9212052003,DIBETIK,0.4748,SANGAT TERTINGGAL
"70,218",PAPUA BARAT,SORONG,KLAWAK,9201182001,WILTY,0.4748,SANGAT TERTINGGAL
"70,219",SULAWESI BARAT,MAMASA,TAWALIAN,7603142003,KARIANGO,0.4748,SANGAT TERTINGGAL
"70,220",SUMATERA UTARA,NIAS BARAT,SIROMBU,1225022008,HANOFA,0.4748,SANGAT TERTINGGAL
"70,221",SUMATERA UTARA,NIAS SELATAN,O'O'U,1214212002,HILIMBOWO,0.4748,SANGAT TERTINGGAL
"70,222",NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,AMANUBAN TENGAH,5302052009,BONE,0.4746,SANGAT TERTINGGAL
"70,223",PAPUA,INTAN JAYA,HOMEYO,9127022020,SANEPA,0.4746,SANGAT TERTINGGAL
"70,224",PAPUA,KEPULAUAN YAPEN,YAPEN BARAT,9105022013,SASAWA,0.4746,SANGAT TERTINGGAL
"70,225",PAPUA BARAT,PEGUNUNGAN ARFAK,ANGGI GIDA,9212022002,KROBUT,0.4746,SANGAT TERTINGGAL
"70,226",PAPUA BARAT,PEGUNUNGAN ARFAK,HINGK,9212102013,ARYON,0.4746,SANGAT TERTINGGAL
"70,227",SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,7603152006,LEKO,0.4746,SANGAT TERTINGGAL
"70,228",SUMATERA UTARA,PADANG LAWAS UTARA,DOLOK SIGOMPULON,1220012018,BATU HIBUL,0.4746,SANGAT TERTINGGAL
"70,229",PAPUA,MAPPI,HAJU,9117052002,AMAGATSU,0.4744,SANGAT TERTINGGAL
"70,230",PAPUA BARAT,SORONG,WEMAK,9201452006,KAMLIN,0.4744,SANGAT TERTINGGAL
"70,231",SUMATERA UTARA,NIAS SELATAN,O'O'U,1214212006,SIMANDRAOLO O'O'U,0.4744,SANGAT TERTINGGAL
"70,232",SUMATERA UTARA,NIAS SELATAN,TANAH MASA,1214312006,JEKE,0.4744,SANGAT TERTINGGAL
"70,233",SUMATERA UTARA,PADANG LAWAS UTARA,DOLOK,1220022020,AEK RAO TN,0.4744,SANGAT TERTINGGAL
"70,234",ACEH,ACEH UTARA,LANGKAHAN,1108182014,TANJONG JAWA,0.4743,SANGAT TERTINGGAL
"70,235",ACEH,ACEH UTARA,SAWANG,1108152026,KRUENG BARO,0.4743,SANGAT TERTINGGAL
"70,236",ACEH,BIREUEN,MAKMUR,1111062026,BATEE DABAI,0.4743,SANGAT TERTINGGAL
"70,237",PAPUA,LANNY JAYA,MAKKI,9123032025,WAGANENGA,0.4743,SANGAT TERTINGGAL
"70,238",PAPUA,PEGUNUNGAN BINTANG,JETFA,9112302005,KALIMBU,0.4743,SANGAT TERTINGGAL
"70,239",SULAWESI BARAT,MAMASA,TABULAHAN,7603052011,PANGANDARAN,0.4743,SANGAT TERTINGGAL
"70,240",SUMATERA UTARA,MANDAILING NATAL,BATANG NATAL,1213132031,TOR NAINCAT,0.4743,SANGAT TERTINGGAL
"70,241",SUMATERA UTARA,TAPANULI SELATAN,AEK BILAH,1203222033,SIHULAMBU,0.4743,SANGAT TERTINGGAL
"70,242",PAPUA,YALIMO,ABENAHO,9122032084,PIRIKALEM,0.4741,SANGAT TERTINGGAL
"70,243",ACEH,ACEH SELATAN,KLUET TIMUR,1101142006,LAWE BULUH DIDI,0.4741,SANGAT TERTINGGAL
"70,244",KALIMANTAN TENGAH,KATINGAN,PETAK MALAI,6206122005,TUMBANG TANGOI,0.4741,SANGAT TERTINGGAL
"70,245",PAPUA,ASMAT,AGATS,9118012010,MBAIT,0.4741,SANGAT TERTINGGAL
"70,246",PAPUA,JAYAPURA,AIRU,9103162003,AURINA,0.4741,SANGAT TERTINGGAL
"70,247",PAPUA,SARMI,PANTAI TIMUR,9110042010,SUNUM,0.4741,SANGAT TERTINGGAL
"70,248",PAPUA BARAT,MAYBRAT,AITINYO,9210062018,AFKREM,0.4741,SANGAT TERTINGGAL
"70,249",SULAWESI BARAT,MAMASA,PANA,7603042016,SALOAN,0.4741,SANGAT TERTINGGAL
"70,250",SULAWESI BARAT,MAMASA,PANA,7603042011,TALLANG BULAWAN,0.4741,SANGAT TERTINGGAL
"70,251",SULAWESI TENGAH,MOROWALI,MENUI KEPULAUAN,7206072021,MBOKITTA,0.4741,SANGAT TERTINGGAL
"70,252",SUMATERA UTARA,NIAS SELATAN,MAZO,1214172003,LUAHANDROITO,0.4741,SANGAT TERTINGGAL
"70,253",PAPUA BARAT,TAMBRAUW,AMBERBAKEN BARAT,9209272005,WASAWMONTEM,0.4740,SANGAT TERTINGGAL
"70,254",PAPUA BARAT,TAMBRAUW,KEBAR TIMUR,9209232002,JANDURAUW,0.4740,SANGAT TERTINGGAL
"70,255",SULAWESI BARAT,MAMASA,PANA,7603042006,SAPAN,0.4740,SANGAT TERTINGGAL
"70,256",PAPUA,BOVEN DIGOEL,WAROPKO,9116032013,UPKIM,0.4738,SANGAT TERTINGGAL
"70,257",PAPUA,MAPPI,HAJU,9117052015,KAIBUSENE,0.4738,SANGAT TERTINGGAL
"70,258",ACEH,ACEH UTARA,LANGKAHAN,1108182019,RUMOH RAYEUK,0.4738,SANGAT TERTINGGAL
"70,259",PAPUA,JAYAWIJAYA,HUBIKOSI,9102122020,PELIMA,0.4738,SANGAT TERTINGGAL
"70,260",PAPUA,MAMBERAMO RAYA,BENUKI,9120072008,BAITANISA,0.4738,SANGAT TERTINGGAL
"70,261",RIAU,KAMPAR,KAMPAR KIRI HULU,1401092010,PANGKALAN KAPAS,0.4738,SANGAT TERTINGGAL
"70,262",MALUKU,KEPULAUAN ARU,ARU TENGAH SELATAN,8107082002,APARA,0.4737,SANGAT TERTINGGAL
"70,263",NUSA TENGGARA TIMUR,ALOR,ALOR TIMUR LAUT,5305082001,PIDO,0.4737,SANGAT TERTINGGAL
"70,264",PAPUA,KEPULAUAN YAPEN,YAPEN BARAT,9105022016,MANIRI,0.4737,SANGAT TERTINGGAL
"70,265",PAPUA,MERAUKE,MUTING,9101022008,PACHAS,0.4737,SANGAT TERTINGGAL
"70,266",PAPUA,NABIRE,TELUK UMAR,9104122004,GONI,0.4737,SANGAT TERTINGGAL
"70,267",PAPUA BARAT,MAYBRAT,AIFAT,9210012010,AISYO,0.4737,SANGAT TERTINGGAL
"70,268",SUMATERA UTARA,PADANG LAWAS,SIHAPAS BARUMUN,1221122005,PARAN DOLOK,0.4737,SANGAT TERTINGGAL
"70,269",ACEH,BIREUEN,MAKMUR,1111062015,ALUE DUA,0.4735,SANGAT TERTINGGAL
"70,270",KALIMANTAN TENGAH,MURUNG RAYA,LAUNG TUHUP,6212032017,LAKUTAN,0.4735,SANGAT TERTINGGAL
"70,271",MALUKU UTARA,HALMAHERA BARAT,LOLODA,8201022022,JANGE LILI,0.4735,SANGAT TERTINGGAL
"70,272",PAPUA,MERAUKE,MUTING,9101022005,WAN,0.4735,SANGAT TERTINGGAL
"70,273",PAPUA,NABIRE,MOORA,9104232004,KAMA,0.4735,SANGAT TERTINGGAL
"70,274",PAPUA,WAROPEN,MASIREI,9115032006,SAURISIRAMI,0.4735,SANGAT TERTINGGAL
"70,275",SULAWESI SELATAN,KEPULAUAN SELAYAR,PASILAMBENA,7301092006,GARAUPA RAYA,0.4735,SANGAT TERTINGGAL
"70,276",SUMATERA UTARA,NIAS SELATAN,PULAU-PULAU BATU UTARA,1214302012,BALE-BALE SIBOHOU,0.4735,SANGAT TERTINGGAL
"70,277",SUMATERA UTARA,NIAS SELATAN,PULAU-PULAU BATU UTARA,1214302009,MARIT BARU,0.4735,SANGAT TERTINGGAL
"70,278",SUMATERA UTARA,NIAS UTARA,AFULU,1224092009,FAEKHUNA'A,0.4735,SANGAT TERTINGGAL
"70,279",SUMATERA UTARA,PADANG LAWAS UTARA,DOLOK,1220022058,BARINGIN SIL,0.4735,SANGAT TERTINGGAL
"70,280",PAPUA BARAT,SORONG SELATAN,INANWATAN,9204042020,MOGIBI,0.4733,SANGAT TERTINGGAL
"70,281",KALIMANTAN TENGAH,GUNUNG MAS,RUNGAN,6210052015,TUMBANG KAJUEI,0.4733,SANGAT TERTINGGAL
